Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount
Barr Faughny,New Zealand,Almond Choco,29-02-2024,"$6,372.68",131,"6,372.68"
Kaine Padly,Canada,50% Dark Bites,29-02-2024,"$9,207.09",109,"9,207.09"
Brien Boise,Australia,Spicy Special Slims,29-02-2024,"$6,867.13",273,"6,867.13"
Husein Augar,USA,White Choc,29-02-2024,"$3,633",92,"3,633"
Wilone O'Kielt,New Zealand,Mint Chip Choco,29-02-2024,"$7,147",234,"7,147"
Andria Kimpton,Canada,Smooth Sliky Salty,29-02-2024,$359,240,359
Oby Sorrel,USA,Milk Bars,01-03-2024,"$1,736.00",79,"1,736.00"
Madelene Upcott,New Zealand,Milk Bars,01-03-2024,"$14,002.42",388,"14,002.42"
Gigi Bohling,UK,Drinking Coco,01-03-2024,$591,382,591
Husein Augar,UK,Spicy Special Slims,03-03-2024,"$7,863",123,"7,863"
Camilla Castle,New Zealand,Mint Chip Choco,04-03-2024,"$1,293.02",201,"1,293.02"
Ches Bonnell,USA,70% Dark Bites,04-03-2024,"$6,587",373,"6,587"
Gunar Cockshoot,India,Caramel Stuffed Bars,04-03-2024,"$7,781",172,"7,781"
Curtice Advani,Australia,Almond Choco,05-03-2024,"$2,912.00",75,"2,912.00"
Dotty Strutley,UK,Almond Choco,05-03-2024,"$16,707.88",102,"16,707.88"
Camilla Castle,UK,Mint Chip Choco,05-03-2024,"$5,414.75",325,"5,414.75"
Wilone O'Kielt,UK,Organic Choco Syrup,05-03-2024,"$1,304",80,"1,304"
Jan Morforth,UK,Orange Choco,05-03-2024,"$1,428",121,"1,428"
Karlen McCaffrey,UK,50% Dark Bites,06-03-2024,"$3,647.00",310,"3,647.00"
Mallorie Waber,UK,Mint Chip Choco,06-03-2024,"$6,540.30",2,"6,540.30"
Karlen McCaffrey,Canada,Caramel Stuffed Bars,06-03-2024,"$1,599",68,"1,599"
Karlen McCaffrey,Australia,50% Dark Bites,06-03-2024,"$2,076",33,"2,076"
Jan Morforth,Australia,Orange Choco,07-03-2024,"$3,199.00",122,"3,199.00"
Brien Boise,India,Eclairs,07-03-2024,"$1,447.58",67,"1,447.58"
Dennison Crosswaite,USA,Smooth Sliky Salty,08-03-2024,"$11,781.00",91,"11,781.00"
Mallorie Waber,Canada,Choco Coated Almonds,08-03-2024,"$1,521",375,"1,521"
Karlen McCaffrey,UK,Eclairs,08-03-2024,"$8,826",123,"8,826"
Madelene Upcott,UK,Smooth Sliky Salty,08-03-2024,"$4,521",178,"4,521"
Barr Faughny,Australia,85% Dark Bars,08-03-2024,"$2,268",363,"2,268"
Roddy Speechley,Australia,Organic Choco Syrup,08-03-2024,"$3,306",259,"3,306"
Karlen McCaffrey,UK,Eclairs,09-03-2024,"$7,798.00",196,"7,798.00"
Marney O'Breen,New Zealand,Milk Bars,09-03-2024,"$1,243",209,"1,243"
Roddy Speechley,USA,50% Dark Bites,10-03-2024,"$10,849.39",330,"10,849.39"
Curtice Advani,USA,After Nines,10-03-2024,"$15,728.81",256,"15,728.81"
Kelci Walkden,New Zealand,Baker's Choco Chips,10-03-2024,"$4,759",201,"4,759"
Mallorie Waber,Australia,Almond Choco,10-03-2024,"$8,586",321,"8,586"
Ches Bonnell,New Zealand,Peanut Butter Cubes,10-03-2024,"$1,957",74,"1,957"
Beverie Moffet,New Zealand,Mint Chip Choco,11-03-2024,"$4,560.81",102,"4,560.81"
Brien Boise,Australia,Milk Bars,11-03-2024,"$2,356.21",54,"2,356.21"
Oby Sorrel,New Zealand,Smooth Sliky Salty,11-03-2024,"$9,805",338,"9,805"
Rafaelita Blaksland,Australia,Drinking Coco,11-03-2024,"$4,697",294,"4,697"
Curtice Advani,Australia,Caramel Stuffed Bars,12-03-2024,"$9,114.00",140,"9,114.00"
Barr Faughny,India,After Nines,12-03-2024,"$8,190.00",109,"8,190.00"
Van Tuxwell,India,50% Dark Bites,12-03-2024,"$5,591.29",132,"5,591.29"
Gunar Cockshoot,Canada,Raspberry Choco,13-03-2024,"$2,058.00",126,"2,058.00"
Mallorie Waber,India,50% Dark Bites,13-03-2024,$664.82,147,664.82
Rafaelita Blaksland,USA,White Choc,13-03-2024,"$5,520.00",120,"5,520.00"
Brien Boise,Australia,Organic Choco Syrup,14-03-2024,"$4,263.00",264,"4,263.00"
Kaine Padly,USA,50% Dark Bites,14-03-2024,$70.00,27,70
Rafaelita Blaksland,Australia,Manuka Honey Choco,14-03-2024,"$4,880",174,"4,880"
Van Tuxwell,UK,Eclairs,14-03-2024,"$3,356",280,"3,356"
Wilone O'Kielt,New Zealand,Organic Choco Syrup,15-03-2024,"$7,929",7,"7,929"
Wilone O'Kielt,India,Eclairs,16-03-2024,"$3,549.00",76,"3,549.00"
Beverie Moffet,India,Spicy Special Slims,16-03-2024,"$3,339.00",171,"3,339.00"
Kaine Padly,Australia,50% Dark Bites,16-03-2024,"$8,995.00",78,"8,995.00"
Van Tuxwell,Australia,70% Dark Bites,16-03-2024,"$8,111.43",111,"8,111.43"
Camilla Castle,India,99% Dark & Pure,16-03-2024,$207.87,216,207.87
Marney O'Breen,New Zealand,Peanut Butter Cubes,16-03-2024,"$4,357",265,"4,357"
Oby Sorrel,UK,Choco Coated Almonds,16-03-2024,"$8,984",60,"8,984"
Ches Bonnell,UK,White Choc,16-03-2024,"$5,097",211,"5,097"
Jehu Rudeforth,USA,99% Dark & Pure,16-03-2024,"$6,326",293,"6,326"
Dennison Crosswaite,Canada,Organic Choco Syrup,17-03-2024,"$9,251.37",79,"9,251.37"
Gigi Bohling,UK,70% Dark Bites,17-03-2024,$942.02,84,942.02
Brien Boise,New Zealand,Eclairs,17-03-2024,"$5,270.33",323,"5,270.33"
Madelene Upcott,USA,Choco Coated Almonds,18-03-2024,"$5,446.00",132,"5,446.00"
Dennison Crosswaite,New Zealand,Manuka Honey Choco,18-03-2024,"$5,061.00",301,"5,061.00"
Van Tuxwell,India,Eclairs,18-03-2024,"$5,844",344,"5,844"
Kaine Padly,New Zealand,Smooth Sliky Salty,19-03-2024,$7.00,518,7
Beverie Moffet,Australia,Fruit & Nut Bars,19-03-2024,"$1,435.00",258,"1,435.00"
Marney O'Breen,New Zealand,Fruit & Nut Bars,19-03-2024,"$8,939.00",4,"8,939.00"
Mallorie Waber,New Zealand,White Choc,19-03-2024,"$7,362",86,"7,362"
Barr Faughny,India,Caramel Stuffed Bars,19-03-2024,"$6,050",29,"6,050"
Dotty Strutley,India,Eclairs,20-03-2024,"$2,504.62",397,"2,504.62"
Kaine Padly,Canada,Almond Choco,20-03-2024,"$4,555",14,"4,555"
Marney O'Breen,New Zealand,Peanut Butter Cubes,21-03-2024,"$8,549.84",169,"8,549.84"
Roddy Speechley,Canada,Milk Bars,21-03-2024,$723.37,33,723.37
Ches Bonnell,India,Choco Coated Almonds,21-03-2024,"$4,065",240,"4,065"
Kelci Walkden,India,Drinking Coco,21-03-2024,"$6,019",238,"6,019"
Jehu Rudeforth,USA,White Choc,22-03-2024,"$6,559.00",119,"6,559.00"
Roddy Speechley,Australia,85% Dark Bars,22-03-2024,"$4,590.00",78,"4,590.00"
Wilone O'Kielt,New Zealand,Manuka Honey Choco,22-03-2024,"$8,444",336,"8,444"
Karlen McCaffrey,New Zealand,70% Dark Bites,23-03-2024,$126.00,40,126
Jehu Rudeforth,Canada,Milk Bars,23-03-2024,"$7,927.57",12,"7,927.57"
Kelci Walkden,UK,Orange Choco,23-03-2024,"$4,010.08",3,"4,010.08"
Jehu Rudeforth,UK,Milk Bars,23-03-2024,$349,383,349
Jehu Rudeforth,Australia,Drinking Coco,23-03-2024,"$7,411",129,"7,411"
Andria Kimpton,New Zealand,Peanut Butter Cubes,23-03-2024,"$8,889",217,"8,889"
Andria Kimpton,India,50% Dark Bites,23-03-2024,"$5,455",294,"5,455"
Roddy Speechley,Australia,Organic Choco Syrup,24-03-2024,"$3,647.00",76,"3,647.00"
Van Tuxwell,Canada,50% Dark Bites,24-03-2024,"$15,567.58",57,"15,567.58"
Madelene Upcott,USA,Baker's Choco Chips,24-03-2024,"$6,067.19",151,"6,067.19"
Camilla Castle,India,85% Dark Bars,24-03-2024,"$9,986.05",54,"9,986.05"
Karlen McCaffrey,UK,Baker's Choco Chips,24-03-2024,"$9,068",302,"9,068"
Jehu Rudeforth,India,Peanut Butter Cubes,24-03-2024,$525,398,525
Oby Sorrel,Australia,Almond Choco,25-03-2024,"$6,034.00",223,"6,034.00"
Dennison Crosswaite,UK,Peanut Butter Cubes,25-03-2024,"$10,186.18",154,"10,186.18"
Jan Morforth,USA,Orange Choco,25-03-2024,"$1,082.00",158,"1,082.00"
Karlen McCaffrey,Australia,Raspberry Choco,25-03-2024,"$1,061.03",58,"1,061.03"
Dotty Strutley,Canada,After Nines,25-03-2024,$518,9,518
Marney O'Breen,Australia,Choco Coated Almonds,26-03-2024,"$4,507",49,"4,507"
Jan Morforth,UK,White Choc,26-03-2024,"$6,213",390,"6,213"
Dennison Crosswaite,Australia,Milk Bars,27-03-2024,"$10,038.00",286,"10,038.00"
Jan Morforth,India,Fruit & Nut Bars,27-03-2024,"$1,408",359,"1,408"
Ches Bonnell,New Zealand,Mint Chip Choco,27-03-2024,"$8,243",67,"8,243"
Jehu Rudeforth,India,Baker's Choco Chips,27-03-2024,"$3,719",35,"3,719"
Wilone O'Kielt,USA,Smooth Sliky Salty,28-03-2024,$511.12,96,511.12
Oby Sorrel,New Zealand,Raspberry Choco,28-03-2024,"$5,129.71",270,"5,129.71"
Husein Augar,USA,99% Dark & Pure,28-03-2024,"$5,978",70,"5,978"
Gigi Bohling,New Zealand,Orange Choco,28-03-2024,"$3,630",336,"3,630"
Marney O'Breen,India,After Nines,29-03-2024,"$2,816.85",188,"2,816.85"
Barr Faughny,Canada,White Choc,29-03-2024,"$1,466",179,"1,466"
Dennison Crosswaite,Canada,Spicy Special Slims,30-03-2024,"$2,527.00",216,"2,527.00"
Van Tuxwell,New Zealand,Eclairs,30-03-2024,"$5,774.60",178,"5,774.60"
Gunar Cockshoot,Australia,Raspberry Choco,30-03-2024,$709.53,77,709.53
Karlen McCaffrey,Canada,50% Dark Bites,30-03-2024,"$3,353",26,"3,353"
Marney O'Breen,USA,Almond Choco,30-03-2024,"$5,023",198,"5,023"
Ches Bonnell,Australia,White Choc,30-03-2024,"$2,118",400,"2,118"
Ches Bonnell,UK,85% Dark Bars,30-03-2024,"$9,597",235,"9,597"
Jehu Rudeforth,Canada,Manuka Honey Choco,31-03-2024,"$3,584.00",200,"3,584.00"
Madelene Upcott,Australia,99% Dark & Pure,31-03-2024,"$4,326.00",154,"4,326.00"
Dotty Strutley,USA,99% Dark & Pure,31-03-2024,"$4,185.00",315,"4,185.00"
Rafaelita Blaksland,Canada,Fruit & Nut Bars,31-03-2024,$518.07,192,518.07
Dotty Strutley,Australia,50% Dark Bites,31-03-2024,"$3,321.90",247,"3,321.90"
Van Tuxwell,UK,99% Dark & Pure,31-03-2024,$886,117,886
Ches Bonnell,UK,Choco Coated Almonds,31-03-2024,"$3,317",400,"3,317"
Beverie Moffet,Australia,Smooth Sliky Salty,01-04-2024,"$10,507.00",467,"10,507.00"
Wilone O'Kielt,Australia,After Nines,01-04-2024,"$4,813",22,"4,813"
Gigi Bohling,India,Eclairs,01-04-2024,"$5,452",143,"5,452"
Wilone O'Kielt,Australia,After Nines,01-04-2024,$316,172,316
Oby Sorrel,Australia,Milk Bars,01-04-2024,"$1,990",78,"1,990"
Van Tuxwell,Canada,Drinking Coco,01-04-2024,"$3,820",189,"3,820"
Brien Boise,UK,Caramel Stuffed Bars,02-04-2024,"$2,681.00",149,"2,681.00"
Camilla Castle,India,50% Dark Bites,02-04-2024,"$9,275.00",411,"9,275.00"
Barr Faughny,India,Baker's Choco Chips,02-04-2024,"$7,454.25",148,"7,454.25"
Kaine Padly,USA,Caramel Stuffed Bars,02-04-2024,"$2,739",141,"2,739"
Beverie Moffet,Canada,White Choc,02-04-2024,"$9,492",202,"9,492"
Wilone O'Kielt,UK,Drinking Coco,02-04-2024,"$6,708",210,"6,708"
Oby Sorrel,India,Eclairs,03-04-2024,"$5,663.00",322,"5,663.00"
Dennison Crosswaite,USA,Caramel Stuffed Bars,03-04-2024,"$2,583.03",501,"2,583.03"
Ches Bonnell,USA,70% Dark Bites,03-04-2024,"$9,758",213,"9,758"
Jan Morforth,India,99% Dark & Pure,04-04-2024,"$9,100.00",187,"9,100.00"
Wilone O'Kielt,USA,50% Dark Bites,04-04-2024,"$4,738.71",125,"4,738.71"
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,04-04-2024,"$10,454.55",434,"10,454.55"
Wilone O'Kielt,India,Choco Coated Almonds,04-04-2024,"$1,071",7,"1,071"
Oby Sorrel,India,Choco Coated Almonds,05-04-2024,$49.00,363,49
Beverie Moffet,Canada,Orange Choco,05-04-2024,"$8,722.00",109,"8,722.00"
Jan Morforth,New Zealand,Organic Choco Syrup,05-04-2024,"$1,928.33",217,"1,928.33"
Jehu Rudeforth,Australia,99% Dark & Pure,05-04-2024,"$7,310",213,"7,310"
Jehu Rudeforth,UK,After Nines,05-04-2024,"$5,863",306,"5,863"
Oby Sorrel,USA,Smooth Sliky Salty,07-04-2024,"$6,444",225,"6,444"
Marney O'Breen,Canada,Caramel Stuffed Bars,07-04-2024,"$2,651",231,"2,651"
Dennison Crosswaite,Australia,70% Dark Bites,07-04-2024,"$7,040",235,"7,040"
Ches Bonnell,Canada,Organic Choco Syrup,08-04-2024,$574.00,217,574
Marney O'Breen,UK,Drinking Coco,08-04-2024,"$1,135.16",27,"1,135.16"
Jehu Rudeforth,UK,Drinking Coco,08-04-2024,"$3,457",186,"3,457"
Barr Faughny,Australia,Caramel Stuffed Bars,08-04-2024,"$4,156",180,"4,156"
Beverie Moffet,Canada,Fruit & Nut Bars,08-04-2024,"$8,057",114,"8,057"
Jehu Rudeforth,Australia,Peanut Butter Cubes,09-04-2024,"$6,202",152,"6,202"
Roddy Speechley,Canada,Organic Choco Syrup,09-04-2024,$191,239,191
Van Tuxwell,Australia,Milk Bars,09-04-2024,"$4,755",142,"4,755"
Roddy Speechley,USA,50% Dark Bites,09-04-2024,"$7,342",31,"7,342"
Husein Augar,New Zealand,After Nines,10-04-2024,"$6,433.00",7,"6,433.00"
Barr Faughny,India,Drinking Coco,10-04-2024,"$2,411.52",144,"2,411.52"
Roddy Speechley,Canada,Organic Choco Syrup,11-04-2024,"$4,032.00",82,"4,032.00"
Jan Morforth,India,Spicy Special Slims,11-04-2024,"$1,939.00",520,"1,939.00"
Rafaelita Blaksland,USA,Smooth Sliky Salty,11-04-2024,"$15,844.58",232,"15,844.58"
Roddy Speechley,Australia,Organic Choco Syrup,11-04-2024,"$2,969",138,"2,969"
Mallorie Waber,USA,Manuka Honey Choco,11-04-2024,"$1,181",249,"1,181"
Rafaelita Blaksland,New Zealand,Eclairs,12-04-2024,"$20,470.43",54,"20,470.43"
Kaine Padly,Australia,Almond Choco,12-04-2024,$843,289,843
Rafaelita Blaksland,Canada,Fruit & Nut Bars,12-04-2024,"$7,890",72,"7,890"
Roddy Speechley,Canada,Spicy Special Slims,13-04-2024,"$7,186",215,"7,186"
Kelci Walkden,USA,99% Dark & Pure,13-04-2024,"$6,974",358,"6,974"
Marney O'Breen,India,Peanut Butter Cubes,14-04-2024,"$6,489.00",146,"6,489.00"
Karlen McCaffrey,India,85% Dark Bars,14-04-2024,"$1,036.77",82,"1,036.77"
Karlen McCaffrey,New Zealand,85% Dark Bars,14-04-2024,"$6,312.53",60,"6,312.53"
Roddy Speechley,Canada,Drinking Coco,14-04-2024,"$8,196.93",340,"8,196.93"
Van Tuxwell,USA,Caramel Stuffed Bars,15-04-2024,$987.00,21,987
Beverie Moffet,New Zealand,Mint Chip Choco,15-04-2024,"$4,361.00",97,"4,361.00"
Beverie Moffet,USA,White Choc,15-04-2024,"$5,639.90",129,"5,639.90"
Jehu Rudeforth,USA,Orange Choco,15-04-2024,$437.48,174,437.48
Jehu Rudeforth,UK,Choco Coated Almonds,15-04-2024,"$7,026",27,"7,026"
Gigi Bohling,UK,Baker's Choco Chips,15-04-2024,"$1,899",134,"1,899"
Gunar Cockshoot,UK,50% Dark Bites,15-04-2024,"$1,348",252,"1,348"
Kaine Padly,USA,Spicy Special Slims,15-04-2024,$130,380,130
Andria Kimpton,New Zealand,Orange Choco,16-04-2024,"$9,420.22",94,"9,420.22"
Curtice Advani,UK,Manuka Honey Choco,16-04-2024,"$5,608",189,"5,608"
Dennison Crosswaite,India,Orange Choco,17-04-2024,$852.29,123,852.29
Kelci Walkden,Australia,White Choc,17-04-2024,$400,181,400
Jan Morforth,UK,Orange Choco,17-04-2024,"$2,131",142,"2,131"
Camilla Castle,USA,Manuka Honey Choco,18-04-2024,"$16,401.00",179,"16,401.00"
Kaine Padly,USA,Caramel Stuffed Bars,18-04-2024,"$6,143.64",117,"6,143.64"
Gunar Cockshoot,New Zealand,Almond Choco,18-04-2024,"$2,651",136,"2,651"
Jan Morforth,UK,Caramel Stuffed Bars,18-04-2024,"$9,226",234,"9,226"
Oby Sorrel,India,Organic Choco Syrup,19-04-2024,"$6,181.00",56,"6,181.00"
Dotty Strutley,India,White Choc,19-04-2024,"$12,998.67",317,"12,998.67"
Wilone O'Kielt,Canada,Fruit & Nut Bars,19-04-2024,"$1,905",146,"1,905"
Oby Sorrel,New Zealand,Raspberry Choco,19-04-2024,"$5,168",214,"5,168"
Madelene Upcott,India,Organic Choco Syrup,20-04-2024,"$5,418.75",37,"5,418.75"
Jehu Rudeforth,India,Baker's Choco Chips,20-04-2024,"$2,489.06",81,"2,489.06"
Husein Augar,Australia,50% Dark Bites,20-04-2024,"$5,806",255,"5,806"
Brien Boise,Australia,Spicy Special Slims,21-04-2024,"$6,223.00",256,"6,223.00"
Brien Boise,USA,Milk Bars,21-04-2024,"$14,460.51",124,"14,460.51"
Madelene Upcott,USA,After Nines,21-04-2024,"$5,432.84",450,"5,432.84"
Mallorie Waber,India,White Choc,21-04-2024,"$4,580",249,"4,580"
Brien Boise,New Zealand,Smooth Sliky Salty,22-04-2024,"$1,015.00",27,"1,015.00"
Jan Morforth,USA,Orange Choco,22-04-2024,"$1,048.26",149,"1,048.26"
Beverie Moffet,Australia,Smooth Sliky Salty,22-04-2024,"$11,533.35",491,"11,533.35"
Kaine Padly,USA,Peanut Butter Cubes,22-04-2024,"$7,568.16",206,"7,568.16"
Van Tuxwell,New Zealand,Baker's Choco Chips,22-04-2024,"$10,197.43",24,"10,197.43"
Mallorie Waber,USA,50% Dark Bites,22-04-2024,"$3,358",75,"3,358"
Karlen McCaffrey,India,Drinking Coco,22-04-2024,"$7,862",111,"7,862"
Jan Morforth,UK,White Choc,23-04-2024,"$10,087.04",46,"10,087.04"
Gunar Cockshoot,USA,85% Dark Bars,23-04-2024,"$2,097",147,"2,097"
Mallorie Waber,USA,50% Dark Bites,23-04-2024,$698,275,698
Wilone O'Kielt,New Zealand,Baker's Choco Chips,23-04-2024,"$6,023",18,"6,023"
Beverie Moffet,UK,Choco Coated Almonds,24-04-2024,"$3,010.00",69,"3,010.00"
Van Tuxwell,USA,Fruit & Nut Bars,24-04-2024,"$6,279.00",235,"6,279.00"
Gigi Bohling,New Zealand,Manuka Honey Choco,24-04-2024,"$8,495.79",268,"8,495.79"
Kelci Walkden,UK,Drinking Coco,24-04-2024,"$4,185",238,"4,185"
Oby Sorrel,Australia,Milk Bars,25-04-2024,"$7,672.00",254,"7,672.00"
Brien Boise,USA,Raspberry Choco,25-04-2024,$807.26,198,807.26
Wilone O'Kielt,New Zealand,Almond Choco,25-04-2024,"$9,770.28",154,"9,770.28"
Gigi Bohling,UK,Fruit & Nut Bars,25-04-2024,"$1,448.10",92,"1,448.10"
Curtice Advani,Canada,Almond Choco,25-04-2024,$522,59,522
Kaine Padly,Canada,85% Dark Bars,26-04-2024,"$1,992.77",31,"1,992.77"
Dotty Strutley,India,Mint Chip Choco,26-04-2024,"$1,259.61",227,"1,259.61"
Van Tuxwell,Canada,Choco Coated Almonds,26-04-2024,"$2,556.96",312,"2,556.96"
Marney O'Breen,Canada,Peanut Butter Cubes,26-04-2024,"$6,362",36,"6,362"
Gigi Bohling,UK,Baker's Choco Chips,26-04-2024,"$7,339",322,"7,339"
Curtice Advani,Canada,Fruit & Nut Bars,27-04-2024,"$4,382.07",210,"4,382.07"
Curtice Advani,Canada,Spicy Special Slims,27-04-2024,$911.46,126,911.46
Oby Sorrel,Canada,99% Dark & Pure,27-04-2024,$525,260,525
Jan Morforth,USA,Fruit & Nut Bars,27-04-2024,"$1,431",117,"1,431"
Curtice Advani,India,85% Dark Bars,27-04-2024,"$5,168",270,"5,168"
Oby Sorrel,New Zealand,Milk Bars,27-04-2024,"$2,246",195,"2,246"
Kelci Walkden,Canada,After Nines,28-04-2024,"$7,069",142,"7,069"
Rafaelita Blaksland,Canada,Drinking Coco,28-04-2024,"$2,475",194,"2,475"
Oby Sorrel,UK,Orange Choco,29-04-2024,"$7,315.00",237,"7,315.00"
Kelci Walkden,New Zealand,Baker's Choco Chips,29-04-2024,"$2,964.20",105,"2,964.20"
Jehu Rudeforth,Canada,Drinking Coco,29-04-2024,$466.65,23,466.65
Gunar Cockshoot,India,50% Dark Bites,29-04-2024,"$14,456.14",79,"14,456.14"
Van Tuxwell,USA,Fruit & Nut Bars,29-04-2024,"$2,181",18,"2,181"
Kaine Padly,Australia,After Nines,30-04-2024,"$6,832.00",306,"6,832.00"
Kelci Walkden,USA,Almond Choco,30-04-2024,"$5,930.01",252,"5,930.01"
Oby Sorrel,UK,70% Dark Bites,30-04-2024,"$7,431.00",180,"7,431.00"
Kaine Padly,Australia,After Nines,30-04-2024,"$7,962.71",293,"7,962.71"
Gigi Bohling,Australia,Almond Choco,30-04-2024,"$1,367",48,"1,367"
Mallorie Waber,Canada,Almond Choco,30-04-2024,"$3,061",257,"3,061"
Karlen McCaffrey,Canada,Organic Choco Syrup,01-05-2024,"$2,466.59",309,"2,466.59"
Gunar Cockshoot,Canada,Fruit & Nut Bars,01-05-2024,"$14,596.37",196,"14,596.37"
Brien Boise,India,Almond Choco,01-05-2024,"$6,603",76,"6,603"
Husein Augar,Canada,After Nines,01-05-2024,"$4,193",353,"4,193"
Andria Kimpton,USA,Spicy Special Slims,02-05-2024,"$2,366.00",5,"2,366.00"
Barr Faughny,USA,Orange Choco,02-05-2024,"$1,668",33,"1,668"
Brien Boise,USA,70% Dark Bites,02-05-2024,"$6,165",280,"6,165"
Jehu Rudeforth,Australia,Orange Choco,03-05-2024,"$13,706.00",26,"13,706.00"
Oby Sorrel,India,99% Dark & Pure,03-05-2024,"$10,255.00",11,"10,255.00"
Gunar Cockshoot,Australia,50% Dark Bites,03-05-2024,"$12,728.16",111,"12,728.16"
Barr Faughny,Australia,Organic Choco Syrup,03-05-2024,"$2,620.66",34,"2,620.66"
Roddy Speechley,New Zealand,99% Dark & Pure,03-05-2024,$761,83,761
Dotty Strutley,India,Spicy Special Slims,03-05-2024,"$4,180",181,"4,180"
Barr Faughny,India,Drinking Coco,04-05-2024,"$2,431.53",148,"2,431.53"
Oby Sorrel,Canada,Eclairs,04-05-2024,"$6,409.31",621,"6,409.31"
Van Tuxwell,USA,Manuka Honey Choco,04-05-2024,$886,289,886
Husein Augar,New Zealand,Peanut Butter Cubes,04-05-2024,"$3,808",264,"3,808"
Gigi Bohling,Canada,Milk Bars,05-05-2024,"$3,432.73",120,"3,432.73"
Barr Faughny,New Zealand,Mint Chip Choco,05-05-2024,"$5,219",19,"5,219"
Karlen McCaffrey,Canada,Fruit & Nut Bars,05-05-2024,"$5,503",6,"5,503"
Jehu Rudeforth,UK,Smooth Sliky Salty,05-05-2024,"$5,764",41,"5,764"
Curtice Advani,New Zealand,After Nines,05-05-2024,"$4,883",182,"4,883"
Dotty Strutley,UK,Almond Choco,06-05-2024,"$17,104.04",103,"17,104.04"
Jan Morforth,Canada,After Nines,06-05-2024,"$2,041",70,"2,041"
Brien Boise,India,Caramel Stuffed Bars,06-05-2024,"$1,552",267,"1,552"
Dennison Crosswaite,Australia,70% Dark Bites,07-05-2024,"$5,859.00",108,"5,859.00"
Beverie Moffet,New Zealand,Mint Chip Choco,07-05-2024,"$7,461",258,"7,461"
Oby Sorrel,UK,Smooth Sliky Salty,07-05-2024,"$1,049",262,"1,049"
Beverie Moffet,Australia,Eclairs,08-05-2024,"$1,827.00",6,"1,827.00"
Brien Boise,New Zealand,White Choc,08-05-2024,"$6,287.25",340,"6,287.25"
Van Tuxwell,USA,After Nines,08-05-2024,$709.25,263,709.25
Brien Boise,USA,70% Dark Bites,08-05-2024,"$2,511",306,"2,511"
Husein Augar,UK,Eclairs,08-05-2024,"$8,673",102,"8,673"
Karlen McCaffrey,USA,Eclairs,08-05-2024,"$7,145",110,"7,145"
Kaine Padly,UK,Organic Choco Syrup,09-05-2024,"$2,282.00",178,"2,282.00"
Jan Morforth,Australia,White Choc,09-05-2024,"$3,472.00",32,"3,472.00"
Gunar Cockshoot,Canada,White Choc,09-05-2024,"$7,560.00",15,"7,560.00"
Husein Augar,New Zealand,After Nines,09-05-2024,"$4,850",88,"4,850"
Jehu Rudeforth,Australia,Milk Bars,09-05-2024,"$9,201",214,"9,201"
Dotty Strutley,Australia,Fruit & Nut Bars,09-05-2024,"$5,976",185,"5,976"
Karlen McCaffrey,USA,Milk Bars,09-05-2024,"$1,566",214,"1,566"
Rafaelita Blaksland,India,Smooth Sliky Salty,10-05-2024,"$1,638.00",81,"1,638.00"
Jehu Rudeforth,New Zealand,White Choc,10-05-2024,"$3,308.40",258,"3,308.40"
Kelci Walkden,New Zealand,Manuka Honey Choco,11-05-2024,"$1,445.14",108,"1,445.14"
Ches Bonnell,UK,Caramel Stuffed Bars,11-05-2024,"$3,063.08",301,"3,063.08"
Brien Boise,New Zealand,Manuka Honey Choco,11-05-2024,"$16,807.37",44,"16,807.37"
Barr Faughny,UK,White Choc,11-05-2024,"$1,550",10,"1,550"
Andria Kimpton,Canada,Organic Choco Syrup,11-05-2024,"$1,974",248,"1,974"
Gigi Bohling,USA,After Nines,11-05-2024,"$2,141",397,"2,141"
Van Tuxwell,Australia,Baker's Choco Chips,12-05-2024,"$13,258.00",32,"13,258.00"
Karlen McCaffrey,Australia,White Choc,12-05-2024,"$8,448.39",52,"8,448.39"
Rafaelita Blaksland,Canada,99% Dark & Pure,12-05-2024,"$5,566.57",140,"5,566.57"
Kelci Walkden,USA,White Choc,12-05-2024,"$10,305.40",22,"10,305.40"
Ches Bonnell,India,Organic Choco Syrup,12-05-2024,"$16,717.26",102,"16,717.26"
Ches Bonnell,Canada,Baker's Choco Chips,12-05-2024,"$8,639.19",402,"8,639.19"
Husein Augar,Australia,White Choc,12-05-2024,"$3,618.67",213,"3,618.67"
Andria Kimpton,New Zealand,Orange Choco,12-05-2024,"$9,423",323,"9,423"
Andria Kimpton,New Zealand,Mint Chip Choco,12-05-2024,"$3,649",329,"3,649"
Oby Sorrel,UK,Milk Bars,13-05-2024,"$6,468.00",223,"6,468.00"
Beverie Moffet,Canada,Smooth Sliky Salty,13-05-2024,"$15,507.29",352,"15,507.29"
